POP_ESND	SEX	AGE	ANNEE2	NB_TOUTE_BACT	NB_LOW	NB_SEPSIS	NB_INF_GRAVE	TX_TOUTE_BACT	TX_LOW	TX_SEPSIS	TX_INF_GRAVE
8396	1	63	2015	116	97	29	49	0,013816103	0,011553121	0,003454026	0,005836112
8179	1	64	2015	108	100	18	45	0,013204548	0,012226434	0,002200758	0,005501895
8559	1	65	2015	143	129	21	46	0,016707559	0,015071854	0,002453558	0,00537446
8235	1	66	2015	145	120	32	54	0,017607772	0,014571949	0,003885853	0,006557377
8139	1	67	2015	149	133	35	58	0,018306917	0,016341074	0,004300283	0,007126183
8000	1	68	2015	157	133	31	58	0,019625	0,016625	0,003875	0,00725
7418	1	69	2015	144	135	28	58	0,01941224	0,018198975	0,003774602	0,007818819
5646	1	70	2015	143	120	31	45	0,025327666	0,021253985	0,005490613	0,007970244
5486	1	71	2015	115	92	19	34	0,02096245	0,01676996	0,003463361	0,006197594
5327	1	72	2015	126	106	20	57	0,023653088	0,01989863	0,003754458	0,010700206
4931	1	73	2015	133	111	19	50	0,026972217	0,022510647	0,003853174	0,010139931
4381	1	74	2015	112	103	23	50	0,02556494	0,023510614	0,005249943	0,011412919
8331	2	0	2015	187	166	13	35	0,022446285	0,019925579	0,001560437	0,004201176
8522	2	1	2015	173	160	4	34	0,020300399	0,018774935	0,000469373	0,003989674
8630	2	2	2015	70	65	1	13	0,00811124	0,007531866	0,000115875	0,001506373
8759	2	3	2015	43	38	1	10	0,004909236	0,004338395	0,000114168	0,001141683
8851	2	4	2015	42	41	2	10	0,004745227	0,004632245	0,000225963	0,001129816
9083	2	5	2015	29	28	1	8	0,003192778	0,003082682	0,000110096	0,000880766
9030	2	6	2015	28	24	2	5	0,003100775	0,002657807	0,000221484	0,00055371
8972	2	7	2015	23	21		4	0,002563531	0,002340615	0	0,000445831
8903	2	8	2015	15	16		2	0,001684825	0,001797147	0	0,000224643
8851	2	9	2015	17	14	1	5	0,001920687	0,001581742	0,000112982	0,000564908
8745	2	10	2015	16	16		7	0,001829617	0,001829617	0	0,000800457
8981	2	11	2015	14	13		3	0,001558846	0,0014475	0	0,000334039
8773	2	12	2015	3	2		1	0,000341958	0,000227972	0	0,000113986
8863	2	13	2015	16	15	1	3	0,001805258	0,001692429	0,000112829	0,000338486
9124	2	14	2015	10	8		2	0,001096011	0,000876808	0	0,000219202
9260	2	15	2015	29	24	2	7	0,003131749	0,002591793	0,000215983	0,00075594
8962	2	16	2015	28	24	2	8	0,003124303	0,002677974	0,000223164	0,000892658
9487	2	17	2015	30	26	1	4	0,003162222	0,002740592	0,000105407	0,00042163
9193	2	18	2015	39	35	1	6	0,004242358	0,003807245	0,000108778	0,000652671
9517	2	19	2015	50	48	1	7	0,005253756	0,005043606	0,000105075	0,000735526
9649	2	20	2015	48	44	2	4	0,004974609	0,004560058	0,000207275	0,000414551
9477	2	21	2015	51	48		5	0,00538145	0,005064894	0	0,000527593
9425	2	22	2015	75	69	8	8	0,00795756	0,007320955	0,000848806	0,000848806
9705	2	23	2015	62	62	2	4	0,00638846	0,00638846	0,000206079	0,000412159
9748	2	24	2015	80	83		8	0,008206812	0,008514567	0	0,000820681
9707	2	25	2015	78	66	6	13	0,008035438	0,006799217	0,000618111	0,00133924
9864	2	26	2015	93	89	1	13	0,009428224	0,009022709	0,000101379	0,001317924
9965	2	27	2015	87	81	2	4	0,008730557	0,00812845	0,000200702	0,000401405
9759	2	28	2015	101	95	2	11	0,010349421	0,009734604	0,000204939	0,001127165
9866	2	29	2015	118	112	5	10	0,011960268	0,011352118	0,000506791	0,001013582
9728	2	30	2015	111	105	2	18	0,011410362	0,010793586	0,000205592	0,001850329
9694	2	31	2015	117	107	4	6	0,012069321	0,011037755	0,000412626	0,00061894
9567	2	32	2015	106	95	5	7	0,011079753	0,009929968	0,00052263	0,000731682
10032	2	33	2015	111	107	6	10	0,011064593	0,010665869	0,000598086	0,00099681
10049	2	34	2015	97	95	10	10	0,009652702	0,009453677	0,000995124	0,000995124
10051	2	35	2015	94	81	4	15	0,009352303	0,0080589	0,00039797	0,001492389
9530	2	36	2015	83	71	3	12	0,008709339	0,007450157	0,000314795	0,001259182
9203	2	37	2015	74	72	11	15	0,008040856	0,007823536	0,001195262	0,001629903
9233	2	38	2015	70	64	2	15	0,007581501	0,006931658	0,000216614	0,001624607
8888	2	39	2015	60	48	4	9	0,006750675	0,00540054	0,000450045	0,001012601
9089	2	40	2015	57	50	5	9	0,006271317	0,005501155	0,000550116	0,000990208
9683	2	41	2015	57	47	3	10	0,005886605	0,004853868	0,000309821	0,001032738
9944	2	42	2015	57	48	2	13	0,0057321	0,004827031	0,000201126	0,001307321
10291	2	43	2015	56	48	2	17	0,005441648	0,00466427	0,000194345	0,001651929
10272	2	44	2015	48	40	5	12	0,004672897	0,003894081	0,00048676	0,001168224
9884	2	45	2015	48	38	6	14	0,004856333	0,003844597	0,000607042	0,001416431
9668	2	46	2015	44	37	5	14	0,004551096	0,003827058	0,00051717	0,001448076
9661	2	47	2015	41	36	4	11	0,004243867	0,003726322	0,000414036	0,001138598
9607	2	48	2015	49	45	3	17	0,005100448	0,004684085	0,000312272	0,001769543
9684	2	49	2015	54	45	6	15	0,005576208	0,00464684	0,000619579	0,001548947
9856	2	50	2015	57	49	7	20	0,005783279	0,004971591	0,000710227	0,002029221
10013	2	51	2015	62	53	12	24	0,00619195	0,005293119	0,001198442	0,002396884
9689	2	52	2015	55	58	7	15	0,00567654	0,00598617	0,000722469	0,001548147
9616	2	53	2015	55	55	8	20	0,005719634	0,005719634	0,000831947	0,002079867
9311	2	54	2015	62	50	9	20	0,006658791	0,005369992	0,000966599	0,002147997
9139	2	55	2015	58	55	8	20	0,006346427	0,006018164	0,000875369	0,002188423
9372	2	56	2015	46	47	6	16	0,004908237	0,005014938	0,000640205	0,001707213
9239	2	57	2015	68	67	12	24	0,007360104	0,007251867	0,001298842	0,002597684
9011	2	58	2015	70	61	10	22	0,007768283	0,006769504	0,001109755	0,00244146
8961	2	59	2015	71	61	11	28	0,007923223	0,006807276	0,001227542	0,003124651
8971	2	60	2015	74	62	9	25	0,008248802	0,006911158	0,001003233	0,002786757
8839	2	61	2015	82	69	9	32	0,009277068	0,007806313	0,001018215	0,003620319
8734	2	62	2015	72	74	13	19	0,008243646	0,008472636	0,001488436	0,002175406
8846	2	63	2015	100	93	16	22	0,011304544	0,010513226	0,001808727	0,002487
8581	2	64	2015	88	77	12	19	0,010255215	0,008973313	0,001398438	0,002214194
8782	2	65	2015	97	79	13	33	0,01104532	0,008995673	0,001480301	0,003757686
8730	2	66	2015	107	90	17	40	0,012256586	0,010309278	0,001947308	0,004581901
8579	2	67	2015	94	80	12	39	0,010956988	0,009325096	0,001398764	0,004545984
8482	2	68	2015	93	88	9	21	0,010964395	0,010374912	0,001061071	0,002475831
8138	2	69	2015	112	96	23	41	0,013762595	0,01179651	0,002826247	0,005038093
6106	2	70	2015	101	92	14	27	0,016541107	0,015067147	0,002292827	0,00442188
5996	2	71	2015	87	74	13	28	0,014509673	0,012341561	0,002168112	0,00466978
5767	2	72	2015	100	85	19	21	0,017340038	0,014739032	0,003294607	0,003641408
5495	2	73	2015	92	79	12	25	0,016742493	0,014376706	0,002183803	0,004549591
4834	2	74	2015	102	99	16	26	0,021100538	0,020479934	0,003309888	0,005378568
8462	1	0	2016	242	213	18	47	0,02859844	0,025171354	0,002127157	0,005554242
8524	1	1	2016	145	123	8	36	0,017010793	0,014429845	0,000938527	0,004223369
9109	1	2	2016	64	47	6	20	0,007026018	0,005159732	0,000658689	0,002195631
8935	1	3	2016	48	44	4	12	0,005372132	0,004924454	0,000447678	0,001343033
9212	1	4	2016	32	23	1	11	0,00347373	0,002496743	0,000108554	0,001194095
9148	1	5	2016	25	22		12	0,002732838	0,002404897	0	0,001311762
9296	1	6	2016	24	19	3	9	0,002581756	0,00204389	0,000322719	0,000968158
9401	1	7	2016	16	15	1	5	0,001701947	0,001595575	0,000106372	0,000531858
9415	1	8	2016	16	10		9	0,001699416	0,001062135	0	0,000955921
9375	1	9	2016	24	17	2	6	0,00256	0,001813333	0,000213333	0,00064
9402	1	10	2016	15	13		6	0,001595405	0,001382685	0	0,000638162
9394	1	11	2016	22	16	1	9	0,00234192	0,001703215	0,000106451	0,000958058
9490	1	12	2016	12	5		7	0,001264489	0,00052687	0	0,000737619
9334	1	13	2016	11	9	3	5	0,001178487	0,000964217	0,000321406	0,000535676
9501	1	14	2016	8	7	1	1	0,000842017	0,000736765	0,000105252	0,000105252
9714	1	15	2016	11	11	2	2	0,001132386	0,001132386	0,000205888	0,000205888
9965	1	16	2016	22	18	3	4	0,002207727	0,001806322	0,000301054	0,000401405
9639	1	17	2016	21	13	3	9	0,002178649	0,001348688	0,000311236	0,000933707
9752	1	18	2016	13	8	1	5	0,00133306	0,000820345	0,000102543	0,000512715
9523	1	19	2016	20	16		4	0,002100179	0,001680143	0	0,000420036
9685	1	20	2016	23	16		10	0,002374806	0,001652039	0	0,001032525
9714	1	21	2016	21	18	1	5	0,002161828	0,001852996	0,000102944	0,000514721
9652	1	22	2016	16	12	1	5	0,001657688	0,001243266	0,000103605	0,000518027
9724	1	23	2016	28	22		13	0,002879473	0,002262443	0	0,001336898
9743	1	24	2016	13	12		3	0,001334291	0,001231653	0	0,000307913
9914	1	25	2016	27	17	3	15	0,002723421	0,001714747	0,000302602	0,001513012
10006	1	26	2016	27	22		5	0,002698381	0,002198681	0	0,0004997
9994	1	27	2016	26	18	1	9	0,002601561	0,001801081	0,00010006	0,00090054
9941	1	28	2016	18	15	4	7	0,001810683	0,001508903	0,000402374	0,000704155
9745	1	29	2016	20	18	3	5	0,002052335	0,001847101	0,00030785	0,000513084
10207	1	30	2016	30	23	2	10	0,002939159	0,002253356	0,000195944	0,00097972
9919	1	31	2016	26	23	1	3	0,002621232	0,002318782	0,000100817	0,00030245
9827	1	32	2016	41	36	5	8	0,004172179	0,003663376	0,000508802	0,000814084
9613	1	33	2016	37	34	6	9	0,003848955	0,003536877	0,000624155	0,000936232
10094	1	34	2016	41	36	6	16	0,004061819	0,003566475	0,000594413	0,0015851
10137	1	35	2016	34	28	2	11	0,00335405	0,002762158	0,000197297	0,001085134
10187	1	36	2016	38	33	3	6	0,003730244	0,003239423	0,000294493	0,000588986
9655	1	37	2016	29	26	3	10	0,003003625	0,002692905	0,00031072	0,001035733
9359	1	38	2016	38	29	3	12	0,004060263	0,003098622	0,000320547	0,001282188
9479	1	39	2016	33	27	3	12	0,00348138	0,002848402	0,000316489	0,001265956
9088	1	40	2016	41	30	2	13	0,004511444	0,003301056	0,00022007	0,001430458
9517	1	41	2016	50	43	6	15	0,005253756	0,004518231	0,000630451	0,001576127
10025	1	42	2016	43	35	4	17	0,004289277	0,003491272	0,000399002	0,001695761
10306	1	43	2016	35	23	3	16	0,00339608	0,00223171	0,000291093	0,001552494
10476	1	44	2016	59	47	7	20	0,005631921	0,004486445	0,000668194	0,001909126
10502	1	45	2016	45	39	5	11	0,004284898	0,003713578	0,0004761	0,00104742
10327	1	46	2016	49	34	9	26	0,004744844	0,00329234	0,000871502	0,002517672
9867	1	47	2016	60	50	10	19	0,006080876	0,005067396	0,001013479	0,001925611
9746	1	48	2016	56	44	9	23	0,005745947	0,004514673	0,000923456	0,002359943
9718	1	49	2016	60	46	9	27	0,00617411	0,004733484	0,000926116	0,002778349
9819	1	50	2016	50	43	6	11	0,005092168	0,004379265	0,00061106	0,001120277
9984	1	51	2016	86	77	15	28	0,008613782	0,00771234	0,001502404	0,002804487
9847	1	52	2016	71	58	10	14	0,007210318	0,005890119	0,001015538	0,001421753
9703	1	53	2016	75	51	16	37	0,007729568	0,005256106	0,001648975	0,003813254
9391	1	54	2016	94	77	16	31	0,010009584	0,00819934	0,001703759	0,003301033
9201	1	55	2016	73	67	14	27	0,00793392	0,007281817	0,001521574	0,002934464
9258	1	56	2016	105	90	20	38	0,011341542	0,009721322	0,002160294	0,004104558
9039	1	57	2016	111	97	20	50	0,012280119	0,010731276	0,002212634	0,005531585
8876	1	58	2016	106	98	25	43	0,011942316	0,011041009	0,002816584	0,004844525
8602	1	59	2016	92	80	20	38	0,010695187	0,009300163	0,002325041	0,004417577
8616	1	60	2016	104	85	20	49	0,012070566	0,009865367	0,002321263	0,005687094
8403	1	61	2016	112	97	19	35	0,013328573	0,011543496	0,002261097	0,004165179
8460	1	62	2016	119	107	25	44	0,014066194	0,012647754	0,002955083	0,005200946
8243	1	63	2016	126	96	24	47	0,015285697	0,011646245	0,002911561	0,005701808
8325	1	64	2016	162	127	33	59	0,019459459	0,015255255	0,003963964	0,007087087
8097	1	65	2016	138	117	33	59	0,017043349	0,014449796	0,004075584	0,007286649
8473	1	66	2016	164	133	35	61	0,0193556	0,01569692	0,004130768	0,007199339
8157	1	67	2016	177	151	37	78	0,021699154	0,018511708	0,004535981	0,009562339
8039	1	68	2016	173	153	39	57	0,02152009	0,019032218	0,00485135	0,007090434
7898	1	69	2016	185	154	36	74	0,023423652	0,019498607	0,004558116	0,009369461
7328	1	70	2016	207	173	37	83	0,028247817	0,023608079	0,005049127	0,011326419
5551	1	71	2016	160	145	41	63	0,028823635	0,02612142	0,007386057	0,011349306
5407	1	72	2016	139	134	34	55	0,025707416	0,024782689	0,006288145	0,010171999
5245	1	73	2016	135	113	38	48	0,025738799	0,021544328	0,007244995	0,009151573
4829	1	74	2016	140	121	28	55	0,02899151	0,025056948	0,005798302	0,011389522
4293	1	75	2016	130	103	15	56	0,030281854	0,023992546	0,00349406	0,013044491
7987	2	0	2016	175	161	9	23	0,021910605	0,020157756	0,001126831	0,002879679
8323	2	1	2016	124	109	6	35	0,014898474	0,013096239	0,000720894	0,004205214
8519	2	2	2016	85	72	2	12	0,009977697	0,008451696	0,000234769	0,001408616
8628	2	3	2016	58	45	4	15	0,006722299	0,005215577	0,000463607	0,001738526
8758	2	4	2016	44	38	2	12	0,005023978	0,00433889	0,000228363	0,001370176
8851	2	5	2016	30	25		12	0,003389448	0,00282454	0	0,001355779
9083	2	6	2016	32	26	1	8	0,003523065	0,00286249	0,000110096	0,000880766
9029	2	7	2016	33	27	2	7	0,00365489	0,002990364	0,000221508	0,00077528
8972	2	8	2016	22	24	1	1	0,002452073	0,002674989	0,000111458	0,000111458
8903	2	9	2016	19	14		8	0,002134112	0,001572504	0	0,000898574
8851	2	10	2016	16	14	2	5	0,001807705	0,001581742	0,000225963	0,000564908
8743	2	11	2016	16	9		7	0,001830035	0,001029395	0	0,000800641
8981	2	12	2016	10	8	4	1	0,001113462	0,000890769	0,000445385	0,000111346
8773	2	13	2016	15	14	1	6	0,001709791	0,001595805	0,000113986	0,000683917
8863	2	14	2016	14	14		2	0,001579601	0,001579601	0	0,000225657
9124	2	15	2016	19	14		5	0,00208242	0,001534415	0	0,000548005
9259	2	16	2016	24	23	4	4	0,002592073	0,00248407	0,000432012	0,000432012
8960	2	17	2016	31	25	1	10	0,003459821	0,002790179	0,000111607	0,001116071
9487	2	18	2016	39	33	3	11	0,004110889	0,003478444	0,000316222	0,001159481
9193	2	19	2016	52	44	1	10	0,005656478	0,00478625	0,000108778	0,001087784
9516	2	20	2016	52	42		13	0,005464481	0,004413619	0	0,00136612
9648	2	21	2016	44	39	2	9	0,004560531	0,004042289	0,000207297	0,000932836
9477	2	22	2016	53	46	5	6	0,005592487	0,004853857	0,000527593	0,000633112
9425	2	23	2016	60	50	2	18	0,006366048	0,00530504	0,000212202	0,001909814
9705	2	24	2016	62	62	2	8	0,00638846	0,00638846	0,000206079	0,000824317
9748	2	25	2016	71	65	3	6	0,007283545	0,006668034	0,000307755	0,000615511
9706	2	26	2016	87	81	1	8	0,008963528	0,008345353	0,000103029	0,000824232
9864	2	27	2016	91	88	6	12	0,009225466	0,00892133	0,000608273	0,001216545
9963	2	28	2016	109	105	1	16	0,01094048	0,010538994	0,000100371	0,001605942
9758	2	29	2016	132	128	3	17	0,013527362	0,013117442	0,00030744	0,00174216
9866	2	30	2016	106	97	5	17	0,010743969	0,009831745	0,000506791	0,001723089
9723	2	31	2016	98	91		13	0,010079194	0,009359251	0	0,001337036
9694	2	32	2016	125	116	8	10	0,012894574	0,011966165	0,000825253	0,001031566
9562	2	33	2016	97	87	3	13	0,010144321	0,009098515	0,000313742	0,001359548
10032	2	34	2016	118	108	10	13	0,01176236	0,01076555	0,00099681	0,001295853
10045	2	35	2016	105	101	3	13	0,010452962	0,010054754	0,000298656	0,001294176
10050	2	36	2016	79	65	3	18	0,007860697	0,006467662	0,000298507	0,001791045
9527	2	37	2016	73	70	3	10	0,007662433	0,007347539	0,000314895	0,001049648
9196	2	38	2016	68	61	5	15	0,007394519	0,006633319	0,000543715	0,001631144
9231	2	39	2016	60	54	1	15	0,006499838	0,005849854	0,000108331	0,001624959
8880	2	40	2016	65	56	5	12	0,00731982	0,006306306	0,000563063	0,001351351
9082	2	41	2016	62	51	9	13	0,00682669	0,005615503	0,000990971	0,001431403
9677	2	42	2016	57	55	4	9	0,005890255	0,00568358	0,000413351	0,00093004
9940	2	43	2016	54	45	6	16	0,005432596	0,004527163	0,000603622	0,001609658
10286	2	44	2016	59	51	6	14	0,005735952	0,004958196	0,000583317	0,001361073
10263	2	45	2016	51	45	7	13	0,004969307	0,004384683	0,000682062	0,001266686
9871	2	46	2016	47	37	5	13	0,004761422	0,003748354	0,000506534	0,001316989
9654	2	47	2016	67	58	6	17	0,006940128	0,006007872	0,000621504	0,001760928
9650	2	48	2016	53	48	5	10	0,005492228	0,004974093	0,000518135	0,001036269
9597	2	49	2016	63	56	8	22	0,006564551	0,005835157	0,000833594	0,002292383
9671	2	50	2016	53	45	7	18	0,005480302	0,004653087	0,000723813	0,001861235
9836	2	51	2016	66	57	8	18	0,006710045	0,005795039	0,000813339	0,001830012
9992	2	52	2016	83	81	17	24	0,008306645	0,008106485	0,001701361	0,002401922
9673	2	53	2016	59	55	3	18	0,006099452	0,00568593	0,000310142	0,00186085
9596	2	54	2016	63	50	5	22	0,006565236	0,005210504	0,00052105	0,002292622
9291	2	55	2016	69	56	15	29	0,007426542	0,006027338	0,001614466	0,0031213
9116	2	56	2016	68	60	9	17	0,007459412	0,006581834	0,000987275	0,001864853
9344	2	57	2016	86	64	9	27	0,009203767	0,006849315	0,000963185	0,002889555
9209	2	58	2016	79	66	10	27	0,008578564	0,007166902	0,001085894	0,002931914
8981	2	59	2016	81	62	17	21	0,00901904	0,006903463	0,001892885	0,00233827
8936	2	60	2016	84	70	13	26	0,009400179	0,007833483	0,00145479	0,002909579
8947	2	61	2016	91	79	17	31	0,010171007	0,008829775	0,001900078	0,003464849
8812	2	62	2016	82	74	15	34	0,009305493	0,00839764	0,001702224	0,003858375
8701	2	63	2016	87	70	12	26	0,009998851	0,008045052	0,001379152	0,002988162
8808	2	64	2016	110	94	16	30	0,012488647	0,010672116	0,00181653	0,003405995
8548	2	65	2016	86	78	15	28	0,010060833	0,009124942	0,001754796	0,00327562
8750	2	66	2016	95	71	12	31	0,010857143	0,008114286	0,001371429	0,003542857
8685	2	67	2016	104	93	14	33	0,011974669	0,010708117	0,001611975	0,003799655
8533	2	68	2016	112	97	20	40	0,013125513	0,011367632	0,002343842	0,004687683
8430	2	69	2016	111	99	14	44	0,01316726	0,011743772	0,001660735	0,005219454
8087	2	70	2016	115	100	18	37	0,014220354	0,012365525	0,002225794	0,004575244
6066	2	71	2016	82	73	13	30	0,013517969	0,012034289	0,002143093	0,004945598
5951	2	72	2016	123	108	22	34	0,020668795	0,01814821	0,003696858	0,005713325
5717	2	73	2016	90	83	15	29	0,015742522	0,014518104	0,002623754	0,005072591
5438	2	74	2016	69	59	6	13	0,012688488	0,010849577	0,001103347	0,002390585
4789	2	75	2016	102	85	15	24	0,02129881	0,017749008	0,003132178	0,005011485
8125	1	0	2017	233	202	13	52	0,028676923	0,024861538	0,0016	0,0064
8454	1	1	2017	186	143	10	42	0,022001419	0,01691507	0,001182872	0,004968062
8521	1	2	2017	63	45	4	24	0,007393498	0,00528107	0,000469428	0,002816571
9108	1	3	2017	56	43	3	19	0,006148441	0,004721124	0,000329381	0,002086078
8934	1	4	2017	41	34	1	9	0,00458921	0,003805686	0,000111932	0,001007388
9211	1	5	2017	28	19	1	9	0,003039844	0,002062751	0,000108566	0,000977093
9146	1	6	2017	33	29	2	9	0,003608135	0,003170785	0,000218675	0,000984037
9296	1	7	2017	14	10		5	0,001506024	0,001075731	0	0,000537866
9401	1	8	2017	14	8	1	7	0,001489203	0,000850973	0,000106372	0,000744602
9415	1	9	2017	4	3		1	0,000424854	0,00031864	0	0,000106213
9373	1	10	2017	24	18		8	0,002560546	0,00192041	0	0,000853515
9401	1	11	2017	12	8	2	5	0,00127646	0,000850973	0,000212743	0,000531858
9393	1	12	2017	15	11	1	6	0,001596934	0,001171085	0,000106462	0,000638774
9490	1	13	2017	22	14	4	9	0,00231823	0,001475237	0,000421496	0,000948367
9334	1	14	2017	15	9	3	6	0,001607028	0,000964217	0,000321406	0,000642811
9500	1	15	2017	8	7		1	0,000842105	0,000736842	0	0,000105263
9713	1	16	2017	25	18	2	5	0,00257387	0,001853186	0,00020591	0,000514774
9962	1	17	2017	19	11	3	7	0,001907248	0,001104196	0,000301144	0,00070267
9638	1	18	2017	16	12	3	7	0,001660095	0,001245072	0,000311268	0,000726292
9752	1	19	2017	25	20	2	8	0,002563577	0,002050861	0,000205086	0,000820345
9521	1	20	2017	21	18	2	7	0,002205651	0,001890558	0,000210062	0,000735217
9680	1	21	2017	16	12	1	4	0,001652893	0,001239669	0,000103306	0,000413223
9709	1	22	2017	24	20	3	9	0,002471933	0,002059944	0,000308992	0,000926975
9649	1	23	2017	25	19	2	7	0,002590942	0,001969116	0,000207275	0,000725464
9722	1	24	2017	19	16	4	3	0,00195433	0,001645752	0,000411438	0,000308578
9741	1	25	2017	20	16		4	0,002053177	0,001642542	0	0,000410635
9909	1	26	2017	26	19	2	10	0,002623877	0,001917449	0,000201837	0,001009184
10003	1	27	2017	28	18	4	11	0,00279916	0,00179946	0,00039988	0,00109967
9990	1	28	2017	27	23		7	0,002702703	0,002302302	0	0,000700701
9940	1	29	2017	31	23	2	11	0,003118712	0,002313883	0,000201207	0,00110664
9737	1	30	2017	34	25	5	12	0,003491835	0,002567526	0,000513505	0,001232412
10205	1	31	2017	28	21	4	11	0,002743753	0,002057815	0,000391965	0,001077903
9914	1	32	2017	24	19	3	6	0,002420819	0,001916482	0,000302602	0,000605205
9826	1	33	2017	28	20	2	16	0,002849583	0,002035416	0,000203542	0,001628333
9608	1	34	2017	33	23	3	14	0,003434638	0,002393838	0,00031224	0,001457119
10088	1	35	2017	23	14	1	11	0,002279937	0,001387787	9,91277E-05	0,001090404
10130	1	36	2017	38	33	5	12	0,003751234	0,003257651	0,000493583	0,0011846
10177	1	37	2017	34	29	3	16	0,003340867	0,002849563	0,000294782	0,001572173
9652	1	38	2017	29	20	6	11	0,003004559	0,002072109	0,000621633	0,00113966
9352	1	39	2017	46	33	1	16	0,004918734	0,003528657	0,000106929	0,001710864
9469	1	40	2017	34	32	2	10	0,003590664	0,003379449	0,000211216	0,001056078
9070	1	41	2017	43	38	5	14	0,004740904	0,004189636	0,000551268	0,00154355
9504	1	42	2017	42	29	3	16	0,004419192	0,003051347	0,000315657	0,001683502
10016	1	43	2017	39	31	8	12	0,00389377	0,003095048	0,000798722	0,001198083
10291	1	44	2017	37	31	6	10	0,003595375	0,003012341	0,000583034	0,000971723
10456	1	45	2017	50	37	9	24	0,004781943	0,003538638	0,00086075	0,002295333
10480	1	46	2017	52	53	6	12	0,004961832	0,005057252	0,000572519	0,001145038
10307	1	47	2017	55	55	5	19	0,005336179	0,005336179	0,000485107	0,001843407
9839	1	48	2017	53	41	3	16	0,005386726	0,00416709	0,000304909	0,001626182
9720	1	49	2017	52	44	8	21	0,005349794	0,004526749	0,000823045	0,002160494
9695	1	50	2017	65	58	12	23	0,006704487	0,005982465	0,001237751	0,002372357
9793	1	51	2017	85	71	14	22	0,008679669	0,007250077	0,001429593	0,002246503
9957	1	52	2017	85	71	15	31	0,008536708	0,007130662	0,001506478	0,003113388
9827	1	53	2017	71	62	9	21	0,007224992	0,006309148	0,000915844	0,00213697
9675	1	54	2017	74	59	16	32	0,007648579	0,006098191	0,001653747	0,003307494
9354	1	55	2017	85	70	18	30	0,009087022	0,00748343	0,00192431	0,003207184
9154	1	56	2017	95	81	18	32	0,010377977	0,008848591	0,001966354	0,00349574
9199	1	57	2017	96	74	20	37	0,010435917	0,008044353	0,002174149	0,004022176
8990	1	58	2017	116	97	15	43	0,012903226	0,010789766	0,001668521	0,004783092
8807	1	59	2017	112	94	20	47	0,012717157	0,010673328	0,002270921	0,005336664
8526	1	60	2017	110	102	23	25	0,012901712	0,011963406	0,002697631	0,002932207
8552	1	61	2017	127	112	27	46	0,014850327	0,013096352	0,003157156	0,005378859
8331	1	62	2017	129	105	22	58	0,015484336	0,012603529	0,002640739	0,006961949
8380	1	63	2017	139	123	29	69	0,016587112	0,014677804	0,003460621	0,00823389
8163	1	64	2017	139	117	24	53	0,017028053	0,014332966	0,002940096	0,006492711
8228	1	65	2017	155	131	25	60	0,018838114	0,015921245	0,003038405	0,007292173
8017	1	66	2017	149	135	30	61	0,018585506	0,016839217	0,003742048	0,007608831
8371	1	67	2017	152	124	34	53	0,018157926	0,014813045	0,004061641	0,006331382
8063	1	68	2017	162	141	39	61	0,020091777	0,017487288	0,004836909	0,007565422
7928	1	69	2017	169	143	36	64	0,021316852	0,018037336	0,004540868	0,008072654
7783	1	70	2017	189	159	41	82	0,024283695	0,02042914	0,005267892	0,010535783
7201	1	71	2017	183	164	48	71	0,025413137	0,022774615	0,006665741	0,009859742
5461	1	72	2017	139	124	37	61	0,025453214	0,022706464	0,006775316	0,011170115
5324	1	73	2017	136	130	25	48	0,025544703	0,024417731	0,004695718	0,009015778
5150	1	74	2017	131	113	30	51	0,025436893	0,021941748	0,005825243	0,009902913
4721	1	75	2017	147	124	29	60	0,031137471	0,026265622	0,006142766	0,012709172
4196	1	76	2017	107	101	24	44	0,025500477	0,024070543	0,005719733	0,010486177
7929	2	0	2017	167	138	9	35	0,021061925	0,017404465	0,001135074	0,004414176
7983	2	1	2017	169	145	11	48	0,021169986	0,018163598	0,001377928	0,006012777
8321	2	2	2017	69	55	5	19	0,008292273	0,006609782	0,000600889	0,002283379
8516	2	3	2017	46	37	6	12	0,005401597	0,004344763	0,000704556	0,001409112
8627	2	4	2017	38	39	1	7	0,004404776	0,004520691	0,000115915	0,000811406
8757	2	5	2017	41	36	2	9	0,004681969	0,004110997	0,000228389	0,001027749
8850	2	6	2017	22	19		5	0,002485876	0,002146893	0	0,000564972
9083	2	7	2017	23	25	1	2	0,002532203	0,002752395	0,000110096	0,000220192
9029	2	8	2017	18	15		5	0,001993576	0,001661314	0	0,000553771
8971	2	9	2017	17	13	2	6	0,001894995	0,001449114	0,000222941	0,000668822
8903	2	10	2017	16	11	1	8	0,001797147	0,001235539	0,000112322	0,000898574
8850	2	11	2017	15	14		3	0,001694915	0,001581921	0	0,000338983
8742	2	12	2017	15	13	1	4	0,001715854	0,001487074	0,00011439	0,000457561
8981	2	13	2017	11	10		1	0,001224808	0,001113462	0	0,000111346
8773	2	14	2017	10	6		7	0,001139861	0,000683917	0	0,000797903
8862	2	15	2017	10	9		4	0,001128413	0,001015572	0	0,000451365
9123	2	16	2017	25	21	1	10	0,002740327	0,002301874	0,000109613	0,001096131
9257	2	17	2017	30	23		11	0,003240791	0,002484606	0	0,00118829
8958	2	18	2017	35	27	1	7	0,003907122	0,003014066	0,000111632	0,000781424
9487	2	19	2017	46	35	2	13	0,00484874	0,003689259	0,000210815	0,001370296
