sex,age,calyr,risk_score,popn,cases,rate
2,64,2000,2,236535,173,73.139
2,64,2000,3,236535,0,0
2,65,2000,1,229943,1865,811.071
2,65,2000,2,229943,166,72.192
2,65,2000,3,229943,0,0
2,66,2000,1,222150,1826,821.967
2,66,2000,2,222150,173,77.875
2,66,2000,3,222150,0,0
2,67,2000,1,221830,2018,909.706
2,67,2000,2,221830,200,90.159
2,67,2000,3,221830,0,0
2,68,2000,1,224395,2179,971.056
2,68,2000,2,224395,225,100.27
2,68,2000,3,224395,0,0
2,69,2000,1,227373,2331,1025.188
2,69,2000,2,227373,228,100.276
2,69,2000,3,227373,0,0
2,70,2000,1,223936,2387,1065.93
2,70,2000,2,223936,252,112.532
2,70,2000,3,223936,0,0
2,71,2000,1,217002,2533,1167.27
2,71,2000,2,217002,233,107.372
2,71,2000,3,217002,0,0
2,72,2000,1,209572,2703,1289.772
2,72,2000,2,209572,257,122.631
2,72,2000,3,209572,0,0
2,73,2000,1,208314,2890,1387.329
2,73,2000,2,208314,272,130.572
2,73,2000,3,208314,1,0.48
2,74,2000,1,205686,3177,1544.587
2,74,2000,2,205686,277,134.671
2,74,2000,3,205686,0,0
2,75,2000,1,200505,3374,1682.751
2,75,2000,2,200505,350,174.559
2,75,2000,3,200505,1,0.499
2,76,2000,1,196803,3715,1887.674
2,76,2000,2,196803,353,179.367
2,76,2000,3,196803,0,0
2,77,2000,1,193107,3969,2055.337
2,77,2000,2,193107,386,199.889
2,77,2000,3,193107,0,0
2,78,2000,1,195523,4316,2207.413
2,78,2000,2,195523,413,211.228
2,78,2000,3,195523,1,0.511
2,79,2000,1,198520,4715,2375.076
2,79,2000,2,198520,421,212.069
2,79,2000,3,198520,0,0
2,80,2000,1,189302,5043,2663.997
2,80,2000,2,189302,447,236.131
2,80,2000,3,189302,0,0
2,81,2000,1,132811,3783,2848.409
2,81,2000,2,132811,334,251.485
2,81,2000,3,132811,1,0.753
2,82,2000,1,111425,3617,3246.13
2,82,2000,2,111425,279,250.393
2,82,2000,3,111425,1,0.897
2,83,2000,1,116311,4197,3608.429
2,83,2000,2,116311,352,302.637
2,83,2000,3,116311,0,0
2,84,2000,1,114589,4500,3927.079
2,84,2000,2,114589,389,339.474
2,84,2000,3,114589,0,0
2,85,2000,1,112713,4695,4165.447
2,85,2000,2,112713,378,335.365
2,85,2000,3,112713,0,0
2,86,2000,1,102376,4913,4798.976
2,86,2000,2,102376,388,378.995
2,86,2000,3,102376,0,0
2,87,2000,1,90177,4487,4975.77
2,87,2000,2,90177,336,372.601
2,87,2000,3,90177,0,0
2,88,2000,1,77019,4199,5451.901
2,88,2000,2,77019,316,410.288
2,88,2000,3,77019,0,0
2,89,2000,1,65989,3778,5725.197
2,89,2000,2,65989,284,430.375
2,89,2000,3,65989,0,0
2,90,2000,1,56482,3396,6012.535
2,90,2000,2,56482,258,456.783
2,90,2000,3,56482,0,0
2,91,2000,1,46445,3020,6502.315
2,91,2000,2,46445,223,480.138
2,91,2000,3,46445,0,0
2,92,2000,1,37894,2497,6589.434
2,92,2000,2,37894,198,522.51
2,92,2000,3,37894,1,2.639
2,93,2000,1,28739,2076,7223.633
2,93,2000,2,28739,142,494.102
2,93,2000,3,28739,0,0
2,94,2000,1,21473,1628,7581.614
2,94,2000,2,21473,125,582.126
2,94,2000,3,21473,0,0
2,95,2000,1,15735,1193,7581.824
2,95,2000,2,15735,95,603.75
2,95,2000,3,15735,0,0
2,96,2000,1,11396,855,7502.633
2,96,2000,2,11396,66,579.151
2,96,2000,3,11396,0,0
2,97,2000,1,8135,662,8137.677
2,97,2000,2,8135,43,528.58
2,97,2000,3,8135,0,0
2,98,2000,1,5414,423,7813.077
2,98,2000,2,5414,29,535.648
2,98,2000,3,5414,0,0
2,99,2000,1,3414,251,7352.08
2,99,2000,2,3414,9,263.62
2,99,2000,3,3414,0,0
2,100,2000,1,2239,170,7592.675
2,100,2000,2,2239,14,625.279
2,100,2000,3,2239,0,0
2,101,2000,1,1306,68,5206.738
2,101,2000,2,1306,8,612.557
2,101,2000,3,1306,0,0
2,102,2000,1,708,54,7627.119
2,102,2000,2,708,3,423.729
2,102,2000,3,708,0,0
2,103,2000,1,421,26,6175.772
2,103,2000,2,421,2,475.059
2,103,2000,3,421,0,0
2,104,2000,1,229,15,6550.218
2,104,2000,2,229,0,0
2,104,2000,3,229,0,0
1,5,2001,1,310931,556,178.818
1,5,2001,2,310931,28,9.005
1,5,2001,3,310931,1,0.322
1,6,2001,1,312502,502,160.639
1,6,2001,2,312502,14,4.48
1,6,2001,3,312502,0,0
1,7,2001,1,319535,428,133.945
1,7,2001,2,319535,15,4.694
1,7,2001,3,319535,1,0.313
1,8,2001,1,323081,350,108.332
1,8,2001,2,323081,9,2.786
1,8,2001,3,323081,1,0.31
1,9,2001,1,332946,328,98.514
1,9,2001,2,332946,17,5.106
1,9,2001,3,332946,1,0.3
1,10,2001,1,338658,317,93.605
1,10,2001,2,338658,16,4.725
1,10,2001,3,338658,0,0
1,11,2001,1,333212,312,93.634
1,11,2001,2,333212,12,3.601
1,11,2001,3,333212,1,0.3
1,12,2001,1,329004,301,91.488
1,12,2001,2,329004,22,6.687
1,12,2001,3,329004,0,0
1,13,2001,1,333173,327,98.147
1,13,2001,2,333173,20,6.003
1,13,2001,3,333173,1,0.3
1,14,2001,1,324283,297,91.587
1,14,2001,2,324283,16,4.934
1,14,2001,3,324283,2,0.617
1,15,2001,1,320819,313,97.563
1,15,2001,2,320819,20,6.234
1,15,2001,3,320819,1,0.312
1,16,2001,1,324331,307,94.656
1,16,2001,2,324331,19,5.858
1,16,2001,3,324331,1,0.308
1,17,2001,1,312556,317,101.422
1,17,2001,2,312556,19,6.079
1,17,2001,3,312556,1,0.32
1,18,2001,1,303707,391,128.743
1,18,2001,2,303707,25,8.232
1,18,2001,3,303707,0,0
1,19,2001,1,297053,417,140.379
1,19,2001,2,297053,27,9.089
1,19,2001,3,297053,1,0.337
1,20,2001,1,307746,434,141.025
1,20,2001,2,307746,28,9.098
1,20,2001,3,307746,0,0
1,21,2001,1,309123,414,133.927
1,21,2001,2,309123,34,10.999
1,21,2001,3,309123,0,0
1,22,2001,1,299860,373,124.391
1,22,2001,2,299860,40,13.34
1,22,2001,3,299860,0,0
1,23,2001,1,288025,394,136.794
1,23,2001,2,288025,35,12.152
1,23,2001,3,288025,0,0
1,24,2001,1,289574,425,146.767
1,24,2001,2,289574,40,13.813
1,24,2001,3,289574,0,0
1,25,2001,1,302343,408,134.946
1,25,2001,2,302343,28,9.261
1,25,2001,3,302343,1,0.331
1,26,2001,1,315943,454,143.697
1,26,2001,2,315943,36,11.394
1,26,2001,3,315943,0,0
1,27,2001,1,326991,502,153.521
1,27,2001,2,326991,31,9.48
1,27,2001,3,326991,0,0
1,28,2001,1,348392,564,161.887
1,28,2001,2,348392,37,10.62
1,28,2001,3,348392,0,0
1,29,2001,1,366666,590,160.909
1,29,2001,2,366666,48,13.091
1,29,2001,3,366666,0,0
1,30,2001,1,376695,646,171.492
1,30,2001,2,376695,37,9.822
1,30,2001,3,376695,0,0
1,31,2001,1,374455,667,178.126
1,31,2001,2,374455,42,11.216
1,31,2001,3,374455,0,0
1,32,2001,1,383636,733,191.067
1,32,2001,2,383636,47,12.251
1,32,2001,3,383636,0,0
1,33,2001,1,387350,698,180.199
1,33,2001,2,387350,65,16.781
1,33,2001,3,387350,0,0
1,34,2001,1,397597,791,198.945
1,34,2001,2,397597,63,15.845
1,34,2001,3,397597,0,0
1,35,2001,1,396393,822,207.37
1,35,2001,2,396393,63,15.893
1,35,2001,3,396393,0,0
1,36,2001,1,396873,800,201.576
1,36,2001,2,396873,59,14.866
1,36,2001,3,396873,0,0
1,37,2001,1,392474,865,220.397
1,37,2001,2,392474,66,16.816
1,37,2001,3,392474,1,0.255
1,38,2001,1,385233,810,210.262
1,38,2001,2,385233,57,14.796
1,38,2001,3,385233,0,0
1,39,2001,1,374571,803,214.379
1,39,2001,2,374571,70,18.688
1,39,2001,3,374571,0,0
1,40,2001,1,365504,828,226.537
1,40,2001,2,365504,77,21.067
1,40,2001,3,365504,1,0.274
1,41,2001,1,352669,855,242.437
1,41,2001,2,352669,56,15.879
1,41,2001,3,352669,0,0
1,42,2001,1,345643,850,245.918
1,42,2001,2,345643,75,21.699
1,42,2001,3,345643,0,0
1,43,2001,1,341180,922,270.239
1,43,2001,2,341180,70,20.517
1,43,2001,3,341180,0,0
1,44,2001,1,329966,915,277.301
1,44,2001,2,329966,63,19.093
1,44,2001,3,329966,0,0
1,45,2001,1,318181,885,278.144
1,45,2001,2,318181,73,22.943
1,45,2001,3,318181,0,0
1,46,2001,1,309787,914,295.041
1,46,2001,2,309787,98,31.635
1,46,2001,3,309787,0,0
1,47,2001,1,311484,1012,324.896
1,47,2001,2,311484,105,33.71
1,47,2001,3,311484,0,0
1,48,2001,1,308347,993,322.04
1,48,2001,2,308347,85,27.566
1,48,2001,3,308347,2,0.649
1,49,2001,1,304935,1035,339.417
1,49,2001,2,304935,100,32.794
1,49,2001,3,304935,0,0
1,50,2001,1,306164,1022,333.808
1,50,2001,2,306164,109,35.602
1,50,2001,3,306164,0,0
1,51,2001,1,314843,1107,351.604
1,51,2001,2,314843,107,33.985
1,51,2001,3,314843,0,0
1,52,2001,1,325911,1286,394.586
1,52,2001,2,325911,133,40.809
1,52,2001,3,325911,0,0
1,53,2001,1,350606,1357,387.044
1,53,2001,2,350606,158,45.065
1,53,2001,3,350606,0,0
1,54,2001,1,370634,1532,413.346
1,54,2001,2,370634,136,36.694
1,54,2001,3,370634,1,0.27
1,55,2001,1,301249,1321,438.508
1,55,2001,2,301249,133,44.15
1,55,2001,3,301249,1,0.332
1,56,2001,1,294418,1374,466.683
1,56,2001,2,294418,138,46.872
1,56,2001,3,294418,0,0
1,57,2001,1,287562,1487,517.106
1,57,2001,2,287562,170,59.118
1,57,2001,3,287562,0,0
1,58,2001,1,274268,1472,536.701
1,58,2001,2,274268,152,55.42
1,58,2001,3,274268,0,0
1,59,2001,1,245807,1476,600.471
1,59,2001,2,245807,174,70.787
1,59,2001,3,245807,0,0
1,60,2001,1,229929,1448,629.76
1,60,2001,2,229929,182,79.155
1,60,2001,3,229929,0,0
1,61,2001,1,239295,1575,658.183
1,61,2001,2,239295,181,75.639
1,61,2001,3,239295,0,0
1,62,2001,1,239499,1818,759.085
1,62,2001,2,239499,203,84.76
1,62,2001,3,239499,0,0
1,63,2001,1,237184,1819,766.915
1,63,2001,2,237184,211,88.96
1,63,2001,3,237184,0,0
1,64,2001,1,230402,1924,835.062
1,64,2001,2,230402,251,108.94
1,64,2001,3,230402,1,0.434
1,65,2001,1,222049,1969,886.741
1,65,2001,2,222049,255,114.84
1,65,2001,3,222049,0,0
1,66,2001,1,214243,2126,992.331
1,66,2001,2,214243,245,114.356
1,66,2001,3,214243,1,0.467
1,67,2001,1,203552,2221,1091.122
1,67,2001,2,203552,272,133.627
1,67,2001,3,203552,0,0
1,68,2001,1,199932,2179,1089.871
1,68,2001,2,199932,285,142.548
1,68,2001,3,199932,0,0
1,69,2001,1,198584,2474,1245.82
1,69,2001,2,198584,297,149.559
1,69,2001,3,198584,0,0
1,70,2001,1,194958,2490,1277.198
1,70,2001,2,194958,332,170.293
1,70,2001,3,194958,0,0
1,71,2001,1,186621,2619,1403.379
1,71,2001,2,186621,365,195.584
1,71,2001,3,186621,0,0
1,72,2001,1,177200,2777,1567.156
1,72,2001,2,177200,319,180.023
1,72,2001,3,177200,0,0
1,73,2001,1,167934,2849,1696.5
1,73,2001,2,167934,354,210.797
1,73,2001,3,167934,1,0.595
1,74,2001,1,162805,3022,1856.208
1,74,2001,2,162805,393,241.393
1,74,2001,3,162805,0,0
1,75,2001,1,155105,3134,2020.567
1,75,2001,2,155105,424,273.363
1,75,2001,3,155105,0,0
1,76,2001,1,145175,3110,2142.242
1,76,2001,2,145175,399,274.841
1,76,2001,3,145175,0,0
1,77,2001,1,136227,3457,2537.676
1,77,2001,2,136227,412,302.436
1,77,2001,3,136227,0,0
1,78,2001,1,127757,3328,2604.945
1,78,2001,2,127757,383,299.788
1,78,2001,3,127757,0,0
1,79,2001,1,123877,3627,2927.904
1,79,2001,2,123877,399,322.094
1,79,2001,3,123877,0,0
1,80,2001,1,119309,3735,3130.527
1,80,2001,2,119309,438,367.114
1,80,2001,3,119309,1,0.838
1,81,2001,1,109314,3761,3440.547
1,81,2001,2,109314,420,384.214
1,81,2001,3,109314,0,0
1,82,2001,1,73607,2521,3424.946
1,82,2001,2,73607,322,437.458
1,82,2001,3,73607,0,0
1,83,2001,1,56700,2335,4118.166
1,83,2001,2,56700,274,483.245
1,83,2001,3,56700,0,0
1,84,2001,1,55686,2547,4573.861
1,84,2001,2,55686,285,511.798
1,84,2001,3,55686,1,1.796
1,85,2001,1,50963,2647,5193.964
1,85,2001,2,50963,297,582.776
1,85,2001,3,50963,1,1.962
1,86,2001,1,46506,2555,5493.915
1,86,2001,2,46506,251,539.715
1,86,2001,3,46506,0,0
1,87,2001,1,39124,2249,5748.39
1,87,2001,2,39124,240,613.434
1,87,2001,3,39124,0,0
1,88,2001,1,32081,2040,6358.904
1,88,2001,2,32081,231,720.052
1,88,2001,3,32081,0,0
1,89,2001,1,25543,1814,7101.75
1,89,2001,2,25543,190,743.844
1,89,2001,3,25543,0,0
1,90,2001,1,20517,1431,6974.704
1,90,2001,2,20517,150,731.101
1,90,2001,3,20517,0,0
1,91,2001,1,16022,1184,7389.839
1,91,2001,2,16022,128,798.902
1,91,2001,3,16022,0,0
1,92,2001,1,11734,948,8079.086
1,92,2001,2,11734,90,767.002
1,92,2001,3,11734,0,0
1,93,2001,1,8511,721,8471.39
1,93,2001,2,8511,66,775.467
1,93,2001,3,8511,0,0
1,94,2001,1,5835,522,8946.015
1,94,2001,2,5835,49,839.76
1,94,2001,3,5835,0,0
1,95,2001,1,3865,368,9521.345
1,95,2001,2,3865,32,827.943
1,95,2001,3,3865,0,0
1,96,2001,1,2567,256,9972.731
1,96,2001,2,2567,20,779.12
1,96,2001,3,2567,0,0
1,97,2001,1,1548,160,10335.917
1,97,2001,2,1548,18,1162.791
1,97,2001,3,1548,0,0
1,98,2001,1,955,101,10575.916
1,98,2001,2,955,9,942.408
1,98,2001,3,955,0,0
1,99,2001,1,551,69,12522.686
1,99,2001,2,551,6,1088.929
1,99,2001,3,551,0,0
1,100,2001,1,348,25,7183.908
1,100,2001,2,348,3,862.069
1,100,2001,3,348,0,0
1,101,2001,1,194,21,10824.742
1,101,2001,2,194,1,515.464
1,101,2001,3,194,0,0
1,102,2001,1,76,10,13157.895
1,102,2001,2,76,1,1315.789
1,102,2001,3,76,0,0
1,103,2001,1,42,7,16666.667
1,103,2001,2,42,0,0
1,103,2001,3,42,0,0
1,104,2001,1,30,4,13333.333
1,104,2001,2,30,0,0
1,104,2001,3,30,0,0
2,5,2001,1,296077,831,280.67
2,5,2001,2,296077,18,6.079
2,5,2001,3,296077,1,0.338
2,6,2001,1,296379,698,235.509
2,6,2001,2,296379,17,5.736
2,6,2001,3,296379,0,0
2,7,2001,1,304118,579,190.387
2,7,2001,2,304118,10,3.288
2,7,2001,3,304118,0,0
2,8,2001,1,307715,567,184.261
2,8,2001,2,307715,8,2.6
2,8,2001,3,307715,1,0.325
2,9,2001,1,317504,515,162.203
2,9,2001,2,317504,12,3.779
2,9,2001,3,317504,1,0.315
2,10,2001,1,322297,470,145.828
2,10,2001,2,322297,15,4.654
2,10,2001,3,322297,1,0.31
2,11,2001,1,317170,353,111.297
2,11,2001,2,317170,11,3.468
2,11,2001,3,317170,0,0
2,12,2001,1,313723,289,92.119
2,12,2001,2,313723,11,3.506
2,12,2001,3,313723,0,0
2,13,2001,1,316998,284,89.59
2,13,2001,2,316998,9,2.839
2,13,2001,3,316998,2,0.631
2,14,2001,1,309543,347,112.101
2,14,2001,2,309543,11,3.554
2,14,2001,3,309543,3,0.969
2,15,2001,1,304887,458,150.22
2,15,2001,2,304887,16,5.248
2,15,2001,3,304887,0,0
2,16,2001,1,305398,652,213.492
2,16,2001,2,305398,31,10.151
2,16,2001,3,305398,1,0.327
2,17,2001,1,295134,945,320.194
2,17,2001,2,295134,34,11.52
2,17,2001,3,295134,0,0
2,18,2001,1,290039,993,342.368
2,18,2001,2,290039,48,16.549
2,18,2001,3,290039,1,0.345
2,19,2001,1,291076,1144,393.025
2,19,2001,2,291076,56,19.239
2,19,2001,3,291076,0,0
2,20,2001,1,304772,1121,367.816
2,20,2001,2,304772,56,18.374
2,20,2001,3,304772,0,0
2,21,2001,1,307490,1125,365.866
2,21,2001,2,307490,64,20.814
2,21,2001,3,307490,0,0
2,22,2001,1,299300,1074,358.837
2,22,2001,2,299300,56,18.71
2,22,2001,3,299300,1,0.334
2,23,2001,1,288868,939,325.062
2,23,2001,2,288868,67,23.194
2,23,2001,3,288868,0,0
2,24,2001,1,291826,976,334.446
2,24,2001,2,291826,52,17.819
2,24,2001,3,291826,1,0.343
2,25,2001,1,301381,1007,334.129
2,25,2001,2,301381,69,22.895
2,25,2001,3,301381,0,0
2,26,2001,1,314628,1050,333.727
2,26,2001,2,314628,65,20.659
2,26,2001,3,314628,1,0.318
2,27,2001,1,327570,1138,347.407
2,27,2001,2,327570,66,20.148
2,27,2001,3,327570,0,0
2,28,2001,1,347855,1171,336.635
2,28,2001,2,347855,84,24.148
2,28,2001,3,347855,1,0.287
2,29,2001,1,368699,1226,332.521
2,29,2001,2,368699,99,26.851
2,29,2001,3,368699,0,0
2,30,2001,1,379530,1328,349.906
2,30,2001,2,379530,101,26.612
2,30,2001,3,379530,0,0
2,31,2001,1,375813,1288,342.724
2,31,2001,2,375813,89,23.682
2,31,2001,3,375813,0,0
2,32,2001,1,386764,1288,333.02
2,32,2001,2,386764,105,27.148
2,32,2001,3,386764,0,0
2,33,2001,1,390113,1312,336.313
2,33,2001,2,390113,83,21.276
2,33,2001,3,390113,0,0
2,34,2001,1,398609,1302,326.636
2,34,2001,2,398609,80,20.07
2,34,2001,3,398609,0,0
2,35,2001,1,400538,1219,304.341
2,35,2001,2,400538,95,23.718
2,35,2001,3,400538,2,0.499
2,36,2001,1,401910,1227,305.292
2,36,2001,2,401910,74,18.412
2,36,2001,3,401910,1,0.249
2,37,2001,1,398096,1189,298.672
2,37,2001,2,398096,81,20.347
2,37,2001,3,398096,0,0
2,38,2001,1,391312,1133,289.539
2,38,2001,2,391312,71,18.144
2,38,2001,3,391312,0,0
2,39,2001,1,381572,1095,286.971
2,39,2001,2,381572,78,20.442
2,39,2001,3,381572,1,0.262
2,40,2001,1,370822,1064,286.93
2,40,2001,2,370822,62,16.72
2,40,2001,3,370822,2,0.539
2,41,2001,1,356161,1067,299.584
2,41,2001,2,356161,65,18.25
2,41,2001,3,356161,1,0.281
2,42,2001,1,348957,1001,286.855
2,42,2001,2,348957,63,18.054
2,42,2001,3,348957,0,0
2,43,2001,1,343894,1053,306.199
2,43,2001,2,343894,73,21.227
2,43,2001,3,343894,1,0.291
2,44,2001,1,333117,1001,300.495
2,44,2001,2,333117,62,18.612
2,44,2001,3,333117,1,0.3
2,45,2001,1,322099,1082,335.922
2,45,2001,2,322099,93,28.873
2,45,2001,3,322099,0,0
2,46,2001,1,314591,952,302.615
2,46,2001,2,314591,54,17.165
2,46,2001,3,314591,0,0
2,47,2001,1,316470,993,313.774
2,47,2001,2,316470,79,24.963
2,47,2001,3,316470,0,0
2,48,2001,1,312785,997,318.749
2,48,2001,2,312785,77,24.618
2,48,2001,3,312785,0,0
2,49,2001,1,310288,1036,333.883
2,49,2001,2,310288,86,27.716
2,49,2001,3,310288,0,0
2,50,2001,1,311654,1172,376.058
2,50,2001,2,311654,107,34.333
2,50,2001,3,311654,0,0
2,51,2001,1,321673,1184,368.076
2,51,2001,2,321673,110,34.196
2,51,2001,3,321673,0,0
2,52,2001,1,331503,1277,385.215
2,52,2001,2,331503,107,32.277
2,52,2001,3,331503,0,0
2,53,2001,1,356518,1349,378.382
2,53,2001,2,356518,115,32.256
2,53,2001,3,356518,0,0
2,54,2001,1,375317,1548,412.451
2,54,2001,2,375317,129,34.371
2,54,2001,3,375317,0,0
2,55,2001,1,306521,1354,441.732
2,55,2001,2,306521,127,41.433
2,55,2001,3,306521,1,0.326
2,56,2001,1,299427,1359,453.867
2,56,2001,2,299427,137,45.754
2,56,2001,3,299427,0,0
2,57,2001,1,292016,1360,465.728
2,57,2001,2,292016,125,42.806
2,57,2001,3,292016,1,0.342
2,58,2001,1,279209,1460,522.906
2,58,2001,2,279209,133,47.635
2,58,2001,3,279209,0,0
2,59,2001,1,252307,1351,535.459
2,59,2001,2,252307,133,52.714
2,59,2001,3,252307,0,0
2,60,2001,1,237163,1427,601.696
2,60,2001,2,237163,143,60.296
2,60,2001,3,237163,0,0
2,61,2001,1,247710,1410,569.214
2,61,2001,2,247710,137,55.307
2,61,2001,3,247710,0,0
2,62,2001,1,248572,1584,637.24
2,62,2001,2,248572,157,63.161
2,62,2001,3,248572,0,0
2,63,2001,1,245573,1692,689.001
2,63,2001,2,245573,157,63.932
2,63,2001,3,245573,0,0
2,64,2001,1,240132,1701,708.36
2,64,2001,2,240132,176,73.293
2,64,2001,3,240132,1,0.416
2,65,2001,1,234173,1806,771.225
2,65,2001,2,234173,190,81.137
2,65,2001,3,234173,0,0
2,66,2001,1,227430,1859,817.394
2,66,2001,2,227430,191,83.982
2,66,2001,3,227430,0,0
2,67,2001,1,219477,1834,835.623
2,67,2001,2,219477,201,91.581
2,67,2001,3,219477,0,0
2,68,2001,1,219492,1992,907.55
2,68,2001,2,219492,230,104.787
2,68,2001,3,219492,1,0.456
2,69,2001,1,221164,2237,1011.467
2,69,2001,2,221164,237,107.16
2,69,2001,3,221164,0,0
2,70,2001,1,223539,2338,1045.903
2,70,2001,2,223539,242,108.259
2,70,2001,3,223539,0,0
2,71,2001,1,219617,2464,1121.953
2,71,2001,2,219617,269,122.486
2,71,2001,3,219617,0,0
2,72,2001,1,212568,2725,1281.943
2,72,2001,2,212568,243,114.316
2,72,2001,3,212568,0,0
2,73,2001,1,204674,2813,1374.381
2,73,2001,2,204674,295,144.132
2,73,2001,3,204674,1,0.489
2,74,2001,1,202988,2955,1455.751
2,74,2001,2,202988,319,157.152
2,74,2001,3,202988,0,0
2,75,2001,1,199841,3243,1622.79
2,75,2001,2,199841,372,186.148
2,75,2001,3,199841,2,1.001
2,76,2001,1,194091,3476,1790.913
2,76,2001,2,194091,401,206.604
2,76,2001,3,194091,0,0
2,77,2001,1,189789,3881,2044.902
2,77,2001,2,189789,395,208.126
2,77,2001,3,189789,0,0
2,78,2001,1,185579,4207,2266.959
2,78,2001,2,185579,399,215.003
2,78,2001,3,185579,0,0
2,79,2001,1,187286,4440,2370.706
2,79,2001,2,187286,418,223.188
2,79,2001,3,187286,1,0.534
2,80,2001,1,189313,4827,2549.746
2,80,2001,2,189313,518,273.621
2,80,2001,3,189313,1,0.528
2,81,2001,1,177753,5186,2917.532
2,81,2001,2,177753,550,309.418
2,81,2001,3,177753,0,0
2,82,2001,1,126503,3726,2945.385
2,82,2001,2,126503,388,306.712
2,82,2001,3,126503,0,0
2,83,2001,1,103627,3769,3637.083
2,83,2001,2,103627,331,319.415
2,83,2001,3,103627,0,0
2,84,2001,1,107144,4125,3849.959
2,84,2001,2,107144,407,379.863
2,84,2001,3,107144,1,0.933
2,85,2001,1,104256,4570,4383.441
2,85,2001,2,104256,395,378.875
2,85,2001,3,104256,1,0.959
2,86,2001,1,101928,4681,4592.457
2,86,2001,2,101928,400,392.434
2,86,2001,3,101928,0,0
2,87,2001,1,91409,4573,5002.79
2,87,2001,2,91409,418,457.285
2,87,2001,3,91409,1,1.094
2,88,2001,1,79619,4300,5400.721
2,88,2001,2,79619,370,464.713
2,88,2001,3,79619,2,2.512
2,89,2001,1,66847,3954,5915
2,89,2001,2,66847,321,480.201
2,89,2001,3,66847,1,1.496
2,90,2001,1,56806,3355,5906.066
2,90,2001,2,56806,285,501.708
2,90,2001,3,56806,0,0
2,91,2001,1,47631,3014,6327.812
2,91,2001,2,47631,263,552.161
2,91,2001,3,47631,0,0
2,92,2001,1,38399,2540,6614.756
2,92,2001,2,38399,193,502.617
2,92,2001,3,38399,0,0
2,93,2001,1,30614,2220,7251.584
2,93,2001,2,30614,162,529.17
2,93,2001,3,30614,0,0
2,94,2001,1,22686,1666,7343.736
2,94,2001,2,22686,130,573.041
2,94,2001,3,22686,0,0
2,95,2001,1,16574,1282,7735.007
2,95,2001,2,16574,92,555.086
2,95,2001,3,16574,0,0
2,96,2001,1,11744,956,8140.327
2,96,2001,2,11744,67,570.504
2,96,2001,3,11744,0,0
2,97,2001,1,8356,652,7802.776
2,97,2001,2,8356,55,658.21
2,97,2001,3,8356,1,11.967
2,98,2001,1,5716,465,8135.059
2,98,2001,2,5716,34,594.822
2,98,2001,3,5716,0,0
2,99,2001,1,3746,294,7848.372
2,99,2001,2,3746,23,613.988
2,99,2001,3,3746,0,0
2,100,2001,1,2330,151,6480.687
2,100,2001,2,2330,15,643.777
2,100,2001,3,2330,0,0
2,101,2001,1,1465,90,6143.345
2,101,2001,2,1465,8,546.075
2,101,2001,3,1465,0,0
2,102,2001,1,800,52,6500
2,102,2001,2,800,1,125
2,102,2001,3,800,0,0
2,103,2001,1,399,35,8771.93
2,103,2001,2,399,2,501.253
2,103,2001,3,399,0,0
2,104,2001,1,246,23,9349.593
2,104,2001,2,246,1,406.504
2,104,2001,3,246,0,0
1,5,2002,1,314933,662,210.203
1,5,2002,2,314933,20,6.351
1,5,2002,3,314933,0,0
1,6,2002,1,312923,474,151.475
1,6,2002,2,312923,15,4.794
1,6,2002,3,312923,0,0
1,7,2002,1,313932,425,135.38
1,7,2002,2,313932,8,2.548
1,7,2002,3,313932,0,0
1,8,2002,1,321287,365,113.606
1,8,2002,2,321287,16,4.98
1,8,2002,3,321287,0,0
1,9,2002,1,324027,349,107.707
1,9,2002,2,324027,16,4.938
1,9,2002,3,324027,0,0
1,10,2002,1,333873,316,94.647
1,10,2002,2,333873,9,2.696
1,10,2002,3,333873,1,0.3
1,11,2002,1,339604,313,92.166
1,11,2002,2,339604,12,3.534
1,11,2002,3,339604,1,0.294
1,12,2002,1,333346,291,87.297
1,12,2002,2,333346,22,6.6
1,12,2002,3,333346,2,0.6
1,13,2002,1,328336,325,98.984
1,13,2002,2,328336,16,4.873
1,13,2002,3,328336,1,0.305
1,14,2002,1,331317,304,91.755
1,14,2002,2,331317,13,3.924
1,14,2002,3,331317,2,0.604
1,15,2002,1,322879,296,91.675
1,15,2002,2,322879,17,5.265
1,15,2002,3,322879,0,0
1,16,2002,1,321360,292,90.864
1,16,2002,2,321360,22,6.846
1,16,2002,3,321360,0,0
1,17,2002,1,325174,346,106.405
1,17,2002,2,325174,23,7.073
1,17,2002,3,325174,0,0
1,18,2002,1,315350,358,113.525
1,18,2002,2,315350,29,9.196
1,18,2002,3,315350,0,0
1,19,2002,1,309126,356,115.163
1,19,2002,2,309126,34,10.999
1,19,2002,3,309126,0,0
1,20,2002,1,299286,362,120.955
1,20,2002,2,299286,33,11.026
1,20,2002,3,299286,0,0
1,21,2002,1,311701,413,132.499
1,21,2002,2,311701,37,11.87
1,21,2002,3,311701,0,0
1,22,2002,1,314784,480,152.486
1,22,2002,2,314784,35,11.119
1,22,2002,3,314784,0,0
1,23,2002,1,306285,447,145.943
1,23,2002,2,306285,36,11.754
1,23,2002,3,306285,0,0
1,24,2002,1,294076,392,133.299
1,24,2002,2,294076,27,9.181
1,24,2002,3,294076,0,0
1,25,2002,1,296651,414,139.558
1,25,2002,2,296651,38,12.81
1,25,2002,3,296651,0,0
1,26,2002,1,308389,463,150.135
