sex,age,calyr,risk_score,popn,cases,rate
2,101,2004,3,1666,0,0
2,102,2004,1,970,73,7525.773
2,102,2004,2,970,3,309.278
2,102,2004,3,970,0,0
2,103,2004,1,525,165,31428.571
2,103,2004,2,525,11,2095.238
2,103,2004,3,525,0,0
2,104,2004,1,305,14,4590.164
2,104,2004,2,305,1,327.869
2,104,2004,3,305,0,0
1,5,2005,1,297887,742,249.088
1,5,2005,2,297887,19,6.378
1,5,2005,3,297887,0,0
1,6,2005,1,306035,565,184.619
1,6,2005,2,306035,26,8.496
1,6,2005,3,306035,0,0
1,7,2005,1,310492,474,152.661
1,7,2005,2,310492,7,2.254
1,7,2005,3,310492,0,0
1,8,2005,1,319007,412,129.151
1,8,2005,2,319007,16,5.016
1,8,2005,3,319007,0,0
1,9,2005,1,318371,372,116.845
1,9,2005,2,318371,15,4.711
1,9,2005,3,318371,0,0
1,10,2005,1,318291,347,109.02
1,10,2005,2,318291,11,3.456
1,10,2005,3,318291,2,0.628
1,11,2005,1,326525,328,100.452
1,11,2005,2,326525,18,5.513
1,11,2005,3,326525,0,0
1,12,2005,1,327508,340,103.814
1,12,2005,2,327508,13,3.969
1,12,2005,3,327508,0,0
1,13,2005,1,335237,306,91.279
1,13,2005,2,335237,19,5.668
1,13,2005,3,335237,0,0
1,14,2005,1,341086,327,95.87
1,14,2005,2,341086,19,5.57
1,14,2005,3,341086,1,0.293
1,15,2005,1,334330,319,95.415
1,15,2005,2,334330,19,5.683
1,15,2005,3,334330,0,0
1,16,2005,1,329206,368,111.784
1,16,2005,2,329206,24,7.29
1,16,2005,3,329206,0,0
1,17,2005,1,331497,413,124.586
1,17,2005,2,331497,32,9.653
1,17,2005,3,331497,0,0
1,18,2005,1,321666,425,132.125
1,18,2005,2,321666,60,18.653
1,18,2005,3,321666,0,0
1,19,2005,1,328250,449,136.786
1,19,2005,2,328250,36,10.967
1,19,2005,3,328250,0,0
1,20,2005,1,335937,431,128.298
1,20,2005,2,335937,37,11.014
1,20,2005,3,335937,0,0
1,21,2005,1,329832,479,145.225
1,21,2005,2,329832,50,15.159
1,21,2005,3,329832,1,0.303
1,22,2005,1,326119,539,165.277
1,22,2005,2,326119,40,12.265
1,22,2005,3,326119,0,0
1,23,2005,1,324357,518,159.701
1,23,2005,2,324357,54,16.648
1,23,2005,3,324357,0,0
1,24,2005,1,338291,525,155.192
1,24,2005,2,338291,41,12.12
1,24,2005,3,338291,1,0.296
1,25,2005,1,341522,504,147.575
1,25,2005,2,341522,67,19.618
1,25,2005,3,341522,0,0
1,26,2005,1,327005,583,178.285
1,26,2005,2,327005,45,13.761
1,26,2005,3,327005,0,0
1,27,2005,1,311665,529,169.734
1,27,2005,2,311665,54,17.326
1,27,2005,3,311665,0,0
1,28,2005,1,313707,567,180.742
1,28,2005,2,313707,38,12.113
1,28,2005,3,313707,0,0
1,29,2005,1,323445,602,186.121
1,29,2005,2,323445,57,17.623
1,29,2005,3,323445,0,0
1,30,2005,1,331501,656,197.888
1,30,2005,2,331501,65,19.608
1,30,2005,3,331501,0,0
1,31,2005,1,339194,717,211.383
1,31,2005,2,339194,58,17.099
1,31,2005,3,339194,0,0
1,32,2005,1,356659,781,218.977
1,32,2005,2,356659,56,15.701
1,32,2005,3,356659,0,0
1,33,2005,1,369910,794,214.647
1,33,2005,2,369910,66,17.842
1,33,2005,3,369910,0,0
1,34,2005,1,380491,814,213.934
1,34,2005,2,380491,87,22.865
1,34,2005,3,380491,0,0
1,35,2005,1,377961,871,230.447
1,35,2005,2,377961,64,16.933
1,35,2005,3,377961,0,0
1,36,2005,1,385994,938,243.009
1,36,2005,2,385994,90,23.316
1,36,2005,3,385994,0,0
1,37,2005,1,389622,966,247.933
1,37,2005,2,389622,90,23.099
1,37,2005,3,389622,0,0
1,38,2005,1,399488,939,235.051
1,38,2005,2,399488,105,26.284
1,38,2005,3,399488,0,0
1,39,2005,1,397927,1007,253.061
1,39,2005,2,397927,91,22.869
1,39,2005,3,397927,2,0.503
1,40,2005,1,397950,1013,254.555
1,40,2005,2,397950,99,24.877
1,40,2005,3,397950,0,0
1,41,2005,1,392638,1067,271.752
1,41,2005,2,392638,116,29.544
1,41,2005,3,392638,1,0.255
1,42,2005,1,384331,1105,287.513
1,42,2005,2,384331,122,31.743
1,42,2005,3,384331,0,0
1,43,2005,1,376536,1044,277.264
1,43,2005,2,376536,113,30.01
1,43,2005,3,376536,1,0.266
1,44,2005,1,366007,1083,295.896
1,44,2005,2,366007,89,24.316
1,44,2005,3,366007,1,0.273
1,45,2005,1,352148,1071,304.133
1,45,2005,2,352148,120,34.077
1,45,2005,3,352148,1,0.284
1,46,2005,1,345837,1075,310.84
1,46,2005,2,345837,115,33.253
1,46,2005,3,345837,0,0
1,47,2005,1,340076,1129,331.985
1,47,2005,2,340076,125,36.756
1,47,2005,3,340076,0,0
1,48,2005,1,325486,1101,338.263
1,48,2005,2,325486,124,38.097
1,48,2005,3,325486,0,0
1,49,2005,1,314257,1118,355.76
1,49,2005,2,314257,144,45.822
1,49,2005,3,314257,0,0
1,50,2005,1,304769,1113,365.195
1,50,2005,2,304769,155,50.858
1,50,2005,3,304769,1,0.328
1,51,2005,1,305893,1178,385.102
1,51,2005,2,305893,173,56.556
1,51,2005,3,305893,0,0
1,52,2005,1,303545,1157,381.163
1,52,2005,2,303545,180,59.299
1,52,2005,3,303545,0,0
1,53,2005,1,299077,1320,441.358
1,53,2005,2,299077,167,55.838
1,53,2005,3,299077,0,0
1,54,2005,1,300946,1395,463.538
1,54,2005,2,300946,196,65.128
1,54,2005,3,300946,0,0
1,55,2005,1,307717,1370,445.214
1,55,2005,2,307717,229,74.419
1,55,2005,3,307717,2,0.65
1,56,2005,1,318071,1612,506.805
1,56,2005,2,318071,249,78.284
1,56,2005,3,318071,0,0
1,57,2005,1,339203,1804,531.835
1,57,2005,2,339203,271,79.893
1,57,2005,3,339203,2,0.59
1,58,2005,1,363244,1954,537.93
1,58,2005,2,363244,305,83.966
1,58,2005,3,363244,0,0
1,59,2005,1,289701,1701,587.157
1,59,2005,2,289701,252,86.986
1,59,2005,3,289701,1,0.345
1,60,2005,1,281946,1968,698.006
1,60,2005,2,281946,237,84.059
1,60,2005,3,281946,1,0.355
1,61,2005,1,277581,1949,702.137
1,61,2005,2,277581,312,112.4
1,61,2005,3,277581,1,0.36
1,62,2005,1,262037,2016,769.357
1,62,2005,2,262037,302,115.251
1,62,2005,3,262037,0,0
1,63,2005,1,234045,1883,804.546
1,63,2005,2,234045,312,133.308
1,63,2005,3,234045,0,0
1,64,2005,1,216133,1958,905.924
1,64,2005,2,216133,272,125.848
1,64,2005,3,216133,0,0
1,65,2005,1,224824,2218,986.549
1,65,2005,2,224824,364,161.904
1,65,2005,3,224824,0,0
1,66,2005,1,223765,2411,1077.47
1,66,2005,2,223765,353,157.755
1,66,2005,3,223765,0,0
1,67,2005,1,220215,2481,1126.626
1,67,2005,2,220215,393,178.462
1,67,2005,3,220215,0,0
1,68,2005,1,211848,2544,1200.861
1,68,2005,2,211848,388,183.15
1,68,2005,3,211848,1,0.472
1,69,2005,1,203189,2511,1235.795
1,69,2005,2,203189,407,200.306
1,69,2005,3,203189,1,0.492
1,70,2005,1,194876,2737,1404.483
1,70,2005,2,194876,432,221.679
1,70,2005,3,194876,1,0.513
1,71,2005,1,183129,2841,1551.365
1,71,2005,2,183129,439,239.722
1,71,2005,3,183129,0,0
1,72,2005,1,178056,2931,1646.111
1,72,2005,2,178056,420,235.881
1,72,2005,3,178056,0,0
1,73,2005,1,175232,3175,1811.884
1,73,2005,2,175232,482,275.064
1,73,2005,3,175232,0,0
1,74,2005,1,169278,3369,1990.217
1,74,2005,2,169278,545,321.956
1,74,2005,3,169278,1,0.591
1,75,2005,1,160031,3425,2140.21
1,75,2005,2,160031,525,328.061
1,75,2005,3,160031,0,0
1,76,2005,1,149004,3550,2382.486
1,76,2005,2,149004,543,364.42
1,76,2005,3,149004,0,0
1,77,2005,1,138752,3613,2603.926
1,77,2005,2,138752,541,389.904
1,77,2005,3,138752,0,0
1,78,2005,1,131382,3672,2794.903
1,78,2005,2,131382,558,424.716
1,78,2005,3,131382,1,0.761
1,79,2005,1,122315,3805,3110.82
1,79,2005,2,122315,536,438.213
1,79,2005,3,122315,1,0.818
1,80,2005,1,111833,3813,3409.548
1,80,2005,2,111833,601,537.408
1,80,2005,3,111833,1,0.894
1,81,2005,1,101933,3842,3769.142
1,81,2005,2,101933,567,556.248
1,81,2005,3,101933,0,0
1,82,2005,1,92885,3782,4071.702
1,82,2005,2,92885,574,617.968
1,82,2005,3,92885,1,1.077
1,83,2005,1,86752,3899,4494.421
1,83,2005,2,86752,530,610.937
1,83,2005,3,86752,1,1.153
1,84,2005,1,79522,3868,4864.063
1,84,2005,2,79522,505,635.044
1,84,2005,3,79522,0,0
1,85,2005,1,68828,3713,5394.607
1,85,2005,2,68828,566,822.34
1,85,2005,3,68828,0,0
1,86,2005,1,47639,2419,5077.772
1,86,2005,2,47639,315,661.223
1,86,2005,3,47639,0,0
1,87,2005,1,32832,2183,6649.001
1,87,2005,2,32832,284,865.01
1,87,2005,3,32832,0,0
1,88,2005,1,30597,2179,7121.613
1,88,2005,2,30597,321,1049.122
1,88,2005,3,30597,1,3.268
1,89,2005,1,25825,2137,8274.927
1,89,2005,2,25825,255,987.415
1,89,2005,3,25825,0,0
1,90,2005,1,23976,1923,8020.521
1,90,2005,2,23976,253,1055.222
1,90,2005,3,23976,0,0
1,91,2005,1,18817,1659,8816.496
1,91,2005,2,18817,236,1254.185
1,91,2005,3,18817,0,0
1,92,2005,1,14109,1253,8880.856
1,92,2005,2,14109,156,1105.677
1,92,2005,3,14109,0,0
1,93,2005,1,10307,979,9498.399
1,93,2005,2,10307,142,1377.704
1,93,2005,3,10307,0,0
1,94,2005,1,7219,722,10001.385
1,94,2005,2,7219,94,1302.119
1,94,2005,3,7219,0,0
1,95,2005,1,4855,530,10916.581
1,95,2005,2,4855,58,1194.645
1,95,2005,3,4855,0,0
1,96,2005,1,3234,390,12059.369
1,96,2005,2,3234,49,1515.152
1,96,2005,3,3234,0,0
1,97,2005,1,2082,258,12391.931
1,97,2005,2,2082,26,1248.799
1,97,2005,3,2082,0,0
1,98,2005,1,1249,165,13210.568
1,98,2005,2,1249,15,1200.961
1,98,2005,3,1249,0,0
1,99,2005,1,749,108,14419.226
1,99,2005,2,749,8,1068.091
1,99,2005,3,749,0,0
1,100,2005,1,486,72,14814.815
1,100,2005,2,486,5,1028.807
1,100,2005,3,486,0,0
1,101,2005,1,225,31,13777.778
1,101,2005,2,225,2,888.889
1,101,2005,3,225,0,0
1,102,2005,1,116,12,10344.828
1,102,2005,2,116,2,1724.138
1,102,2005,3,116,0,0
1,103,2005,1,51,10,19607.843
1,103,2005,2,51,1,1960.784
1,103,2005,3,51,0,0
1,104,2005,1,33,15,45454.545
1,104,2005,2,33,3,9090.909
1,104,2005,3,33,0,0
2,5,2005,1,283340,817,288.346
2,5,2005,2,283340,25,8.823
2,5,2005,3,283340,2,0.706
2,6,2005,1,292191,696,238.2
2,6,2005,2,292191,7,2.396
2,6,2005,3,292191,0,0
2,7,2005,1,297141,638,214.713
2,7,2005,2,297141,10,3.365
2,7,2005,3,297141,1,0.337
2,8,2005,1,304490,604,198.364
2,8,2005,2,304490,13,4.269
2,8,2005,3,304490,2,0.657
2,9,2005,1,301771,550,182.257
2,9,2005,2,301771,13,4.308
2,9,2005,3,301771,0,0
2,10,2005,1,301923,477,157.987
2,10,2005,2,301923,12,3.975
2,10,2005,3,301923,0,0
2,11,2005,1,309141,415,134.243
2,11,2005,2,309141,14,4.529
2,11,2005,3,309141,0,0
2,12,2005,1,310855,383,123.209
2,12,2005,2,310855,8,2.574
2,12,2005,3,310855,1,0.322
2,13,2005,1,321088,347,108.07
2,13,2005,2,321088,12,3.737
2,13,2005,3,321088,2,0.623
2,14,2005,1,325359,437,134.313
2,14,2005,2,325359,13,3.996
2,14,2005,3,325359,1,0.307
2,15,2005,1,318124,586,184.205
2,15,2005,2,318124,24,7.544
2,15,2005,3,318124,1,0.314
2,16,2005,1,318274,897,281.833
2,16,2005,2,318274,37,11.625
2,16,2005,3,318274,4,1.257
2,17,2005,1,324441,1179,363.394
2,17,2005,2,324441,50,15.411
2,17,2005,3,324441,2,0.616
2,18,2005,1,320931,1383,430.934
2,18,2005,2,320931,50,15.58
2,18,2005,3,320931,0,0
2,19,2005,1,321570,1412,439.096
2,19,2005,2,321570,45,13.994
2,19,2005,3,321570,2,0.622
2,20,2005,1,324592,1408,433.775
2,20,2005,2,324592,79,24.338
2,20,2005,3,324592,2,0.616
2,21,2005,1,318811,1408,441.641
2,21,2005,2,318811,51,15.997
2,21,2005,3,318811,0,0
2,22,2005,1,323108,1423,440.41
2,22,2005,2,323108,64,19.808
2,22,2005,3,323108,0,0
2,23,2005,1,328948,1429,434.415
2,23,2005,2,328948,69,20.976
2,23,2005,3,328948,0,0
2,24,2005,1,343732,1382,402.057
2,24,2005,2,343732,64,18.619
2,24,2005,3,343732,0,0
2,25,2005,1,345555,1375,397.911
2,25,2005,2,345555,95,27.492
2,25,2005,3,345555,0,0
2,26,2005,1,333631,1345,403.14
2,26,2005,2,333631,89,26.676
2,26,2005,3,333631,0,0
2,27,2005,1,315400,1340,424.857
2,27,2005,2,315400,79,25.048
2,27,2005,3,315400,2,0.634
2,28,2005,1,314310,1306,415.513
2,28,2005,2,314310,86,27.362
2,28,2005,3,314310,0,0
2,29,2005,1,322022,1294,401.836
2,29,2005,2,322022,91,28.259
2,29,2005,3,322022,1,0.311
2,30,2005,1,331999,1340,403.616
2,30,2005,2,331999,87,26.205
2,30,2005,3,331999,1,0.301
2,31,2005,1,339369,1394,410.762
2,31,2005,2,339369,93,27.404
2,31,2005,3,339369,3,0.884
2,32,2005,1,357224,1416,396.39
2,32,2005,2,357224,100,27.994
2,32,2005,3,357224,2,0.56
2,33,2005,1,374897,1503,400.91
2,33,2005,2,374897,112,29.875
2,33,2005,3,374897,1,0.267
2,34,2005,1,386975,1458,376.769
2,34,2005,2,386975,101,26.1
2,34,2005,3,386975,2,0.517
2,35,2005,1,379902,1392,366.41
2,35,2005,2,379902,113,29.745
2,35,2005,3,379902,1,0.263
2,36,2005,1,391093,1450,370.756
2,36,2005,2,391093,107,27.359
2,36,2005,3,391093,0,0
2,37,2005,1,392396,1374,350.156
2,37,2005,2,392396,101,25.739
2,37,2005,3,392396,0,0
2,38,2005,1,399068,1423,356.581
2,38,2005,2,399068,109,27.314
2,38,2005,3,399068,0,0
2,39,2005,1,401545,1319,328.481
2,39,2005,2,401545,112,27.892
2,39,2005,3,401545,3,0.747
2,40,2005,1,403421,1387,343.81
2,40,2005,2,403421,91,22.557
2,40,2005,3,403421,0,0
2,41,2005,1,399235,1278,320.112
2,41,2005,2,399235,95,23.796
2,41,2005,3,399235,2,0.501
2,42,2005,1,391663,1277,326.046
2,42,2005,2,391663,110,28.085
2,42,2005,3,391663,0,0
2,43,2005,1,382125,1202,314.557
2,43,2005,2,382125,104,27.216
2,43,2005,3,382125,0,0
2,44,2005,1,369931,1280,346.01
2,44,2005,2,369931,109,29.465
2,44,2005,3,369931,1,0.27
2,45,2005,1,355346,1178,331.508
2,45,2005,2,355346,106,29.83
2,45,2005,3,355346,0,0
2,46,2005,1,347631,1218,350.372
2,46,2005,2,347631,116,33.369
2,46,2005,3,347631,0,0
2,47,2005,1,341543,1228,359.545
2,47,2005,2,341543,127,37.184
2,47,2005,3,341543,0,0
2,48,2005,1,329854,1162,352.277
2,48,2005,2,329854,97,29.407
2,48,2005,3,329854,0,0
2,49,2005,1,319097,1231,385.776
2,49,2005,2,319097,109,34.159
2,49,2005,3,319097,0,0
2,50,2005,1,310016,1213,391.27
2,50,2005,2,310016,123,39.675
2,50,2005,3,310016,0,0
2,51,2005,1,311715,1299,416.727
2,51,2005,2,311715,152,48.762
2,51,2005,3,311715,0,0
2,52,2005,1,307969,1302,422.77
2,52,2005,2,307969,145,47.083
2,52,2005,3,307969,1,0.325
2,53,2005,1,304060,1331,437.743
2,53,2005,2,304060,152,49.99
2,53,2005,3,304060,0,0
2,54,2005,1,305817,1388,453.866
2,54,2005,2,305817,168,54.935
2,54,2005,3,305817,0,0
2,55,2005,1,315304,1430,453.531
2,55,2005,2,315304,174,55.185
2,55,2005,3,315304,0,0
2,56,2005,1,324287,1578,486.606
2,56,2005,2,324287,169,52.114
2,56,2005,3,324287,0,0
2,57,2005,1,346333,1752,505.872
2,57,2005,2,346333,221,63.811
2,57,2005,3,346333,0,0
2,58,2005,1,369940,1871,505.758
2,58,2005,2,369940,238,64.335
2,58,2005,3,369940,0,0
2,59,2005,1,296324,1653,557.835
2,59,2005,2,296324,187,63.107
2,59,2005,3,296324,0,0
2,60,2005,1,289389,1739,600.921
2,60,2005,2,289389,211,72.912
2,60,2005,3,289389,0,0
2,61,2005,1,284874,1793,629.401
2,61,2005,2,284874,231,81.088
2,61,2005,3,284874,0,0
2,62,2005,1,271115,1799,663.556
2,62,2005,2,271115,243,89.63
2,62,2005,3,271115,0,0
2,63,2005,1,244912,1834,748.84
2,63,2005,2,244912,226,92.278
2,63,2005,3,244912,0,0
2,64,2005,1,227732,1757,771.521
2,64,2005,2,227732,226,99.239
2,64,2005,3,227732,0,0
2,65,2005,1,238540,2061,864.006
2,65,2005,2,238540,239,100.193
2,65,2005,3,238540,0,0
2,66,2005,1,239220,2147,897.5
2,66,2005,2,239220,301,125.826
2,66,2005,3,239220,0,0
2,67,2005,1,235649,2235,948.445
2,67,2005,2,235649,296,125.611
2,67,2005,3,235649,0,0
2,68,2005,1,228919,2287,999.043
2,68,2005,2,228919,321,140.224
2,68,2005,3,228919,0,0
2,69,2005,1,222342,2432,1093.81
2,69,2005,2,222342,329,147.97
2,69,2005,3,222342,0,0
2,70,2005,1,215624,2593,1202.556
2,70,2005,2,215624,335,155.363
2,70,2005,3,215624,0,0
2,71,2005,1,206576,2605,1261.037
2,71,2005,2,206576,320,154.907
2,71,2005,3,206576,0,0
2,72,2005,1,204603,2788,1362.639
2,72,2005,2,204603,360,175.95
2,72,2005,3,204603,0,0
2,73,2005,1,205146,3025,1474.56
2,73,2005,2,205146,384,187.184
2,73,2005,3,205146,0,0
2,74,2005,1,205116,3351,1633.71
2,74,2005,2,205116,473,230.601
2,74,2005,3,205116,0,0
2,75,2005,1,199735,3716,1860.465
2,75,2005,2,199735,469,234.811
2,75,2005,3,199735,0,0
2,76,2005,1,190387,3864,2029.55
2,76,2005,2,190387,464,243.714
2,76,2005,3,190387,0,0
2,77,2005,1,181453,3935,2168.606
2,77,2005,2,181453,506,278.86
2,77,2005,3,181453,1,0.551
2,78,2005,1,176547,4343,2459.968
2,78,2005,2,176547,545,308.7
2,78,2005,3,176547,1,0.566
2,79,2005,1,170641,4605,2698.648
2,79,2005,2,170641,572,335.207
2,79,2005,3,170641,1,0.586
2,80,2005,1,163336,4811,2945.462
2,80,2005,2,163336,569,348.362
2,80,2005,3,163336,0,0
2,81,2005,1,156676,5058,3228.318
2,81,2005,2,156676,586,374.02
2,81,2005,3,156676,0,0
2,82,2005,1,150160,5374,3578.849
2,82,2005,2,150160,616,410.229
2,82,2005,3,150160,0,0
2,83,2005,1,147373,5785,3925.414
2,83,2005,2,147373,658,446.486
2,83,2005,3,147373,0,0
2,84,2005,1,144441,6204,4295.179
2,84,2005,2,144441,744,515.089
2,84,2005,3,144441,0,0
2,85,2005,1,129279,6421,4966.777
2,85,2005,2,129279,671,519.032
2,85,2005,3,129279,0,0
2,86,2005,1,92859,4274,4602.677
2,86,2005,2,92859,447,481.375
2,86,2005,3,92859,1,1.077
2,87,2005,1,70255,4082,5810.263
2,87,2005,2,70255,443,630.56
2,87,2005,3,70255,0,0
2,88,2005,1,69508,4291,6173.39
2,88,2005,2,69508,475,683.375
2,88,2005,3,69508,0,0
2,89,2005,1,63631,4307,6768.713
2,89,2005,2,63631,462,726.061
2,89,2005,3,63631,0,0
2,90,2005,1,59754,4160,6961.877
2,90,2005,2,59754,441,738.026
2,90,2005,3,59754,0,0
2,91,2005,1,51015,3907,7658.532
2,91,2005,2,51015,369,723.317
2,91,2005,3,51015,0,0
2,92,2005,1,41542,3323,7999.133
2,92,2005,2,41542,345,830.485
2,92,2005,3,41542,0,0
2,93,2005,1,32072,2771,8639.935
2,93,2005,2,32072,293,913.569
2,93,2005,3,32072,0,0
2,94,2005,1,24405,2125,8707.232
2,94,2005,2,24405,215,880.967
2,94,2005,3,24405,0,0
2,95,2005,1,18312,1733,9463.74
2,95,2005,2,18312,163,890.127
2,95,2005,3,18312,0,0
2,96,2005,1,13698,1282,9359.031
2,96,2005,2,13698,116,846.839
2,96,2005,3,13698,0,0
2,97,2005,1,9883,923,9339.269
2,97,2005,2,9883,99,1001.72
2,97,2005,3,9883,0,0
2,98,2005,1,6474,638,9854.804
2,98,2005,2,6474,49,756.874
2,98,2005,3,6474,0,0
2,99,2005,1,4177,407,9743.835
2,99,2005,2,4177,38,909.744
2,99,2005,3,4177,0,0
2,100,2005,1,2725,233,8550.459
2,100,2005,2,2725,19,697.248
2,100,2005,3,2725,0,0
2,101,2005,1,1676,143,8532.22
2,101,2005,2,1676,13,775.656
2,101,2005,3,1676,0,0
2,102,2005,1,1012,88,8695.652
2,102,2005,2,1012,15,1482.213
2,102,2005,3,1012,0,0
2,103,2005,1,567,61,10758.377
2,103,2005,2,567,3,529.101
2,103,2005,3,567,0,0
2,104,2005,1,293,121,41296.928
2,104,2005,2,293,7,2389.078
2,104,2005,3,293,0,0
1,5,2006,1,290333,696,239.725
1,5,2006,2,290333,27,9.3
1,5,2006,3,290333,0,0
1,6,2006,1,298749,565,189.122
1,6,2006,2,298749,23,7.699
1,6,2006,3,298749,1,0.335
1,7,2006,1,307111,476,154.993
1,7,2006,2,307111,16,5.21
1,7,2006,3,307111,0,0
1,8,2006,1,311590,400,128.374
1,8,2006,2,311590,10,3.209
1,8,2006,3,311590,1,0.321
1,9,2006,1,320164,349,109.007
1,9,2006,2,320164,20,6.247
1,9,2006,3,320164,0,0
1,10,2006,1,319863,336,105.045
1,10,2006,2,319863,12,3.752
1,10,2006,3,319863,0,0
1,11,2006,1,319226,357,111.833
1,11,2006,2,319226,25,7.831
1,11,2006,3,319226,0,0
1,12,2006,1,327581,349,106.539
1,12,2006,2,327581,17,5.19
1,12,2006,3,327581,1,0.305
1,13,2006,1,327922,356,108.562
1,13,2006,2,327922,10,3.05
1,13,2006,3,327922,0,0
1,14,2006,1,334832,354,105.725
1,14,2006,2,334832,23,6.869
1,14,2006,3,334832,2,0.597
1,15,2006,1,343897,392,113.988
1,15,2006,2,343897,33,9.596
1,15,2006,3,343897,0,0
1,16,2006,1,336838,359,106.579
1,16,2006,2,336838,28,8.313
1,16,2006,3,336838,0,0
1,17,2006,1,331798,433,130.501
1,17,2006,2,331798,38,11.453
1,17,2006,3,331798,0,0
1,18,2006,1,335383,467,139.244
1,18,2006,2,335383,38,11.33
1,18,2006,3,335383,0,0
1,19,2006,1,327502,452,138.014
1,19,2006,2,327502,48,14.656
1,19,2006,3,327502,0,0
1,20,2006,1,331193,494,149.158
1,20,2006,2,331193,48,14.493
1,20,2006,3,331193,0,0
1,21,2006,1,341560,509,149.022
1,21,2006,2,341560,37,10.833
1,21,2006,3,341560,0,0
1,22,2006,1,336828,528,156.757
1,22,2006,2,336828,41,12.172
1,22,2006,3,336828,0,0
1,23,2006,1,334943,526,157.042
1,23,2006,2,334943,42,12.539
1,23,2006,3,334943,0,0
1,24,2006,1,334308,534,159.733
1,24,2006,2,334308,64,19.144
1,24,2006,3,334308,0,0
1,25,2006,1,345458,555,160.656
1,25,2006,2,345458,47,13.605
1,25,2006,3,345458,0,0
1,26,2006,1,349065,601,172.174
1,26,2006,2,349065,54,15.47
1,26,2006,3,349065,0,0
1,27,2006,1,334216,623,186.406
1,27,2006,2,334216,59,17.653
1,27,2006,3,334216,0,0
1,28,2006,1,318053,582,182.988
1,28,2006,2,318053,53,16.664
1,28,2006,3,318053,0,0
1,29,2006,1,319479,639,200.013
1,29,2006,2,319479,56,17.529
1,29,2006,3,319479,0,0
1,30,2006,1,325520,643,197.53
1,30,2006,2,325520,63,19.354
1,30,2006,3,325520,0,0
1,31,2006,1,332912,645,193.745
1,31,2006,2,332912,68,20.426
1,31,2006,3,332912,0,0
1,32,2006,1,340688,716,210.163
1,32,2006,2,340688,93,27.298
1,32,2006,3,340688,1,0.294
1,33,2006,1,357955,779,217.625
1,33,2006,2,357955,80,22.349
1,33,2006,3,357955,1,0.279
1,34,2006,1,371045,852,229.622
1,34,2006,2,371045,94,25.334
1,34,2006,3,371045,0,0
1,35,2006,1,382195,901,235.744
1,35,2006,2,382195,106,27.735
1,35,2006,3,382195,0,0
1,36,2006,1,378699,910,240.296
1,36,2006,2,378699,101,26.67
1,36,2006,3,378699,0,0
1,37,2006,1,386602,908,234.867
1,37,2006,2,386602,122,31.557
1,37,2006,3,386602,0,0
1,38,2006,1,389531,996,255.692
1,38,2006,2,389531,104,26.699
1,38,2006,3,389531,0,0
1,39,2006,1,399138,1049,262.816
1,39,2006,2,399138,103,25.806
1,39,2006,3,399138,0,0
1,40,2006,1,396224,1084,273.583
1,40,2006,2,396224,103,25.995
1,40,2006,3,396224,0,0
1,41,2006,1,396140,1043,263.291
1,41,2006,2,396140,106,26.758
1,41,2006,3,396140,0,0
1,42,2006,1,391402,1058,270.31
1,42,2006,2,391402,121,30.915
1,42,2006,3,391402,0,0
1,43,2006,1,383185,1133,295.68
1,43,2006,2,383185,128,33.404
1,43,2006,3,383185,0,0
1,44,2006,1,375896,1166,310.192
1,44,2006,2,375896,136,36.18
1,44,2006,3,375896,1,0.266
1,45,2006,1,365843,1137,310.789
1,45,2006,2,365843,136,37.174
1,45,2006,3,365843,0,0
1,46,2006,1,352058,1159,329.207
1,46,2006,2,352058,114,32.381
1,46,2006,3,352058,0,0
1,47,2006,1,345608,1181,341.717
1,47,2006,2,345608,143,41.376
1,47,2006,3,345608,0,0
1,48,2006,1,339465,1182,348.195
1,48,2006,2,339465,134,39.474
1,48,2006,3,339465,0,0
1,49,2006,1,324737,1246,383.695
1,49,2006,2,324737,145,44.652
1,49,2006,3,324737,0,0
1,50,2006,1,313151,1291,412.261
1,50,2006,2,313151,183,58.438
1,50,2006,3,313151,0,0
1,51,2006,1,303222,1260,415.537
1,51,2006,2,303222,156,51.447
1,51,2006,3,303222,0,0
1,52,2006,1,304372,1252,411.339
1,52,2006,2,304372,149,48.953
1,52,2006,3,304372,0,0
1,53,2006,1,302272,1415,468.121
1,53,2006,2,302272,187,61.865
1,53,2006,3,302272,1,0.331
1,54,2006,1,297103,1423,478.958
1,54,2006,2,297103,200,67.317
1,54,2006,3,297103,0,0
1,55,2006,1,299192,1548,517.394
1,55,2006,2,299192,221,73.866
1,55,2006,3,299192,2,0.668
1,56,2006,1,305391,1601,524.246
1,56,2006,2,305391,245,80.225
1,56,2006,3,305391,2,0.655
1,57,2006,1,315704,1706,540.38
1,57,2006,2,315704,260,82.356
1,57,2006,3,315704,0,0
1,58,2006,1,336263,1984,590.014
1,58,2006,2,336263,281,83.566
1,58,2006,3,336263,0,0
1,59,2006,1,361389,2189,605.718
1,59,2006,2,361389,327,90.484
1,59,2006,3,361389,0,0
1,60,2006,1,286086,1910,667.631
1,60,2006,2,286086,291,101.718
1,60,2006,3,286086,2,0.699
1,61,2006,1,278277,2005,720.505
1,61,2006,2,278277,319,114.634
1,61,2006,3,278277,0,0
1,62,2006,1,274706,2114,769.55
1,62,2006,2,274706,351,127.773
1,62,2006,3,274706,0,0
1,63,2006,1,258442,2188,846.612
1,63,2006,2,258442,371,143.553
